from;B-ch4-boiler_small;B-electricity-heatpump_small;B-heat_decentral;B-heat_decentral;B-heat_decentral;B-heat_decentral-shortage;B-heat_decentral-storage
2017-01-04 20:00:00;764.52446;993.8818;1758.4062606865605;0.0;0.0;0.0;0.0
2017-01-04 21:00:00;691.58583;899.06158;1590.647407665349;0.0;0.0;0.0;0.0
2017-01-04 22:00:00;573.39258;745.41035;1318.802930028593;0.0;0.0;0.0;0.0
2017-01-04 23:00:00;478.11477;621.54921;1099.6639821620138;0.0;0.0;0.0;0.0
2017-01-05 00:00:00;566.64896;736.64365;1303.2926102912452;0.0;0.0;0.0;0.0
2017-01-05 01:00:00;577.17402;750.32623;1327.5002547450044;0.0;0.0;0.0;0.0
2017-01-05 02:00:00;587.54106;763.80338;1351.3444449191347;0.0;0.0;0.0;0.0
2017-01-05 03:00:00;618.81452;804.45887;1423.273387583532;0.0;0.0;0.0;0.0
2017-01-05 04:00:00;700.00524;910.00681;1610.0120482660902;0.0;0.0;0.0;0.0
2017-01-05 05:00:00;925.37232;1202.984;2128.3563450701536;0.0;0.0;0.0;0.0
2017-01-05 06:00:00;1111.3147;1444.7091;2556.023754691297;0.0;0.0;0.0;0.0
2017-01-05 07:00:00;1135.4612;1476.0996;2611.5607476996574;0.0;0.0;0.0;0.0
2017-01-05 08:00:00;1137.9443;1479.3276;2617.2718193944884;0.0;0.0;0.0;0.0
2017-01-05 09:00:00;1113.974;1448.1662;2562.140112205243;0.0;0.0;0.0;0.0
2017-01-05 10:00:00;1073.1228;1395.0596;2468.1823445846703;0.0;0.0;0.0;0.0
2017-01-05 11:00:00;1041.048;1353.3624;2394.4103555206793;0.0;0.0;0.0;0.0
2017-01-05 12:00:00;1005.2712;1306.8525;2312.123719629819;0.0;0.0;0.0;0.0
2017-01-05 13:00:00;963.9745;1253.1669;2217.141356057997;0.0;0.0;0.0;0.0
2017-01-05 14:00:00;1054.5336;1370.8936;2250.225195438069;0.0;175.202;0.0;0.0
2017-01-05 15:00:00;973.52736;1265.5856;2235.43368949421;0.0;3.6792419;0.0;0.0
2017-01-05 16:00:00;983.88157;1279.046;2259.2483611436323;0.0;3.6792419;0.0;0.0
2017-01-05 17:00:00;918.55464;1194.121;2284.198419997743;0.0;0.0;0.0;171.52275
2017-01-05 18:00:00;978.67695;1272.28;2250.9569964924767;0.0;0.0;0.0;0.0
2017-01-05 19:00:00;930.67534;1209.8779;2140.5532723358374;0.0;0.0;0.0;0.0
2017-01-05 20:00:00;865.26464;1124.844;1990.10866515752;0.0;0.0;0.0;0.0
2017-01-05 21:00:00;790.57574;1027.7485;1818.32419355052;0.0;0.0;0.0;0.0
2017-01-05 22:00:00;686.30871;892.20132;1578.510022767903;0.0;0.0;0.0;0.0
2017-01-05 23:00:00;590.59972;767.77964;1358.3793619518053;0.0;0.0;0.0;0.0
2017-01-06 00:00:00;674.58508;876.9606;1551.5456839060778;0.0;0.0;0.0;0.0
2017-01-06 01:00:00;681.37339;885.7854;1567.1587903339223;0.0;0.0;0.0;0.0
2017-01-06 02:00:00;691.65092;899.14619;1590.797105972407;0.0;0.0;0.0;0.0
2017-01-06 03:00:00;764.45917;993.79692;1758.2560908464952;0.0;0.0;0.0;0.0
2017-01-06 04:00:00;863.18647;1122.1424;1985.3288697838157;0.0;0.0;0.0;0.0
2017-01-06 05:00:00;1121.9891;1458.5858;2580.57485707076;0.0;0.0;0.0;0.0
2017-01-06 06:00:00;1210.6111;1573.7944;2784.4054715293423;0.0;0.0;0.0;0.0
2017-01-06 07:00:00;1196.8862;1555.9521;2752.838362290968;0.0;0.0;0.0;0.0
2017-01-06 08:00:00;1164.6913;1514.0986;2678.7899181310863;0.0;0.0;0.0;0.0
2017-01-06 09:00:00;1134.84;1475.2921;2610.13208960794;0.0;0.0;0.0;0.0
2017-01-06 10:00:00;1098.9623;1428.651;2527.6132298002244;0.0;0.0;0.0;0.0
2017-01-06 11:00:00;1121.8622;1458.4208;2405.0810136770256;0.0;175.202;0.0;0.0
2017-01-06 12:00:00;934.51913;1214.8749;2320.9167428836595;0.0;0.0;0.0;171.52275
2017-01-06 13:00:00;1077.2387;1400.4103;2302.446975815454;0.0;175.202;0.0;0.0
2017-01-06 14:00:00;909.68245;1182.5872;2263.7923828260655;0.0;0.0;0.0;171.52275
2017-01-06 15:00:00;1004.066;1305.2858;2309.351762893424;0.0;0.0;0.0;0.0
2017-01-06 16:00:00;1036.8404;1347.8926;2384.7329991953598;0.0;0.0;0.0;0.0
2017-01-06 17:00:00;1066.521;1386.4773;2452.9983124607074;0.0;0.0;0.0;0.0
2017-01-06 18:00:00;1068.9323;1389.612;2458.5443362125834;0.0;0.0;0.0;0.0
2017-01-06 19:00:00;1043.0545;1355.9708;2399.0253168932713;0.0;0.0;0.0;0.0
2017-01-06 20:00:00;998.98398;1298.6792;2297.6631620576327;0.0;0.0;0.0;0.0
2017-01-06 21:00:00;945.72763;1229.4459;2175.173550313439;0.0;0.0;0.0;0.0
2017-01-06 22:00:00;824.61241;1071.9961;1896.6085543862107;0.0;0.0;0.0;0.0
2017-01-06 23:00:00;716.15027;930.99535;1647.145611756995;0.0;0.0;0.0;0.0
2017-01-07 00:00:00;704.03516;915.24571;1619.280875824293;0.0;0.0;0.0;0.0
2017-01-07 01:00:00;716.76635;931.79625;1648.562598720438;0.0;0.0;0.0;0.0
2017-01-07 02:00:00;722.61789;939.40325;1662.0211367579016;0.0;0.0;0.0;0.0
2017-01-07 03:00:00;737.50447;958.75581;1696.260284137246;0.0;0.0;0.0;0.0
2017-01-07 04:00:00;792.68637;1030.4923;1823.17865247649;0.0;0.0;0.0;0.0
2017-01-07 05:00:00;1093.3794;1421.3932;2339.5705567960376;0.0;175.202;0.0;0.0
2017-01-07 06:00:00;1294.4123;1682.736;3148.6710102715783;0.0;0.0;0.0;171.52275
2017-01-07 07:00:00;1294.4123;1682.736;2977.1482563593536;0.0;0.0;0.0;0.0
2017-01-07 08:00:00;1279.9946;1663.993;2943.987544835488;0.0;0.0;0.0;0.0
2017-01-07 09:00:00;1233.1573;1603.1045;2836.2617451386236;0.0;0.0;0.0;0.0
2017-01-07 10:00:00;1193.1341;1551.0744;2744.2085003783914;0.0;0.0;0.0;0.0
2017-01-07 11:00:00;1164.8291;1514.2778;2679.10683104151;0.0;0.0;0.0;0.0
2017-01-07 12:00:00;1123.602;1460.6826;2584.2845423302833;0.0;0.0;0.0;0.0
2017-01-07 13:00:00;1115.6769;1450.3799;2566.056809861059;0.0;0.0;0.0;0.0
2017-01-07 14:00:00;1087.8178;1414.1631;2501.9809125337433;0.0;0.0;0.0;0.0
2017-01-07 15:00:00;1075.853;1398.6089;2474.4618972109242;0.0;0.0;0.0;0.0
2017-01-07 16:00:00;1068.9272;1389.6054;2458.5325845393945;0.0;0.0;0.0;0.0
2017-01-07 17:00:00;1089.0374;1415.7486;2504.7859571989375;0.0;0.0;0.0;0.0
2017-01-07 18:00:00;1046.0509;1359.8662;2405.917035770421;0.0;0.0;0.0;0.0
2017-01-07 19:00:00;1048.4853;1363.031;2411.516300290837;0.0;0.0;0.0;0.0
2017-01-07 20:00:00;1054.287;1370.5732;2424.8601977429353;0.0;0.0;0.0;0.0
2017-01-07 21:00:00;1000.6157;1300.8005;2301.4161906702693;0.0;0.0;0.0;0.0
2017-01-07 22:00:00;882.88241;1147.7471;2030.629551070872;0.0;0.0;0.0;0.0
2017-01-07 23:00:00;731.03022;950.33929;1681.3695065318684;0.0;0.0;0.0;0.0
2017-01-08 00:00:00;667.80842;868.15095;1535.959367877485;0.0;0.0;0.0;0.0
2017-01-08 01:00:00;674.54003;876.90204;1551.4420626563149;0.0;0.0;0.0;0.0
2017-01-08 02:00:00;760.89088;989.15814;1574.8470230934306;0.0;175.202;0.0;0.0
2017-01-08 03:00:00;682.19513;886.85367;1740.5715549111699;0.0;0.0;0.0;171.52275
2017-01-08 04:00:00;854.5664;1110.9363;1965.5027224665566;0.0;0.0;0.0;0.0
2017-01-08 05:00:00;1110.9141;1444.1884;2555.1024981062087;0.0;0.0;0.0;0.0
2017-01-08 06:00:00;1198.5807;1558.1549;2756.735541666654;0.0;0.0;0.0;0.0
2017-01-08 07:00:00;1184.9229;1540.3998;2725.3227592883354;0.0;0.0;0.0;0.0
2017-01-08 08:00:00;1153.1072;1499.0393;2652.146536229593;0.0;0.0;0.0;0.0
2017-01-08 09:00:00;1123.563;1460.6319;2584.1949647058905;0.0;0.0;0.0;0.0
2017-01-08 10:00:00;1088.0442;1414.4575;2502.5017742506766;0.0;0.0;0.0;0.0
2017-01-08 11:00:00;1035.3254;1345.9231;2381.2484765454697;0.0;0.0;0.0;0.0
2017-01-08 12:00:00;999.1278;1298.8661;2297.993941850904;0.0;0.0;0.0;0.0
2017-01-08 13:00:00;1067.3382;1387.5397;2279.675967485779;0.0;175.202;0.0;0.0
2017-01-08 14:00:00;899.96992;1169.9609;2241.4535692548343;0.0;0.0;0.0;171.52275
2017-01-08 15:00:00;994.14564;1292.3893;2286.5349669124184;0.0;0.0;0.0;0.0
2017-01-08 16:00:00;1026.6094;1334.5922;2361.2015654893617;0.0;0.0;0.0;0.0
2017-01-08 17:00:00;1055.9964;1372.7954;2428.7917751396844;0.0;0.0;0.0;0.0
2017-01-08 18:00:00;1058.397;1375.9161;2434.313065547275;0.0;0.0;0.0;0.0
2017-01-08 19:00:00;1032.7972;1342.6363;2375.4335315251456;0.0;0.0;0.0;0.0
2017-01-08 20:00:00;989.17587;1285.9286;2275.1044949694287;0.0;0.0;0.0;0.0
2017-01-08 21:00:00;936.39548;1217.3141;2153.709598212632;0.0;0.0;0.0;0.0
2017-01-08 22:00:00;816.48051;1061.4247;1877.9051722031832;0.0;0.0;0.0;0.0
2017-01-08 23:00:00;708.96113;921.64946;1630.6105890215404;0.0;0.0;0.0;0.0
2017-01-09 00:00:00;615.12579;799.66352;1414.789311961921;0.0;0.0;0.0;0.0
2017-01-09 01:00:00;626.50424;814.45552;1440.9597577273692;0.0;0.0;0.0;0.0
2017-01-09 02:00:00;637.73055;829.04972;1466.7802731885279;0.0;0.0;0.0;0.0
2017-01-09 03:00:00;747.66294;971.96183;1544.4227757483127;0.0;175.202;0.0;0.0
2017-01-09 04:00:00;684.27223;889.5539;1745.3488837902648;0.0;0.0;0.0;171.52275
2017-01-09 05:00:00;1002.0841;1302.7093;2304.7933657427166;0.0;0.0;0.0;0.0
2017-01-09 06:00:00;1205.931;1567.7103;2773.641296462316;0.0;0.0;0.0;0.0
2017-01-09 07:00:00;1233.9621;1604.1507;2838.1127378600604;0.0;0.0;0.0;0.0
2017-01-09 08:00:00;1236.6108;1607.5941;2844.2049196977337;0.0;0.0;0.0;0.0
2017-01-09 09:00:00;1210.568;1573.7384;2784.3064328037954;0.0;0.0;0.0;0.0
2017-01-09 10:00:00;1166.0532;1515.8691;2681.922313608393;0.0;0.0;0.0;0.0
2017-01-09 11:00:00;1131.2541;1470.6304;2601.884537261336;0.0;0.0;0.0;0.0
2017-01-09 12:00:00;1091.9402;1419.5223;2511.462523336841;0.0;0.0;0.0;0.0
2017-01-09 13:00:00;1122.7796;1459.6134;2407.191006804405;0.0;175.202;0.0;0.0
2017-01-09 14:00:00;987.78353;1284.1186;2443.4248677556734;0.0;0.0;0.0;171.52275
2017-01-09 15:00:00;1055.0263;1371.5342;2426.56050254129;0.0;0.0;0.0;0.0
2017-01-09 16:00:00;1065.6059;1385.2877;2450.893548513016;0.0;0.0;0.0;0.0
2017-01-09 17:00:00;1077.1061;1400.2379;2477.3439914750998;0.0;0.0;0.0;0.0
2017-01-09 18:00:00;1060.9309;1379.2102;2440.141088433519;0.0;0.0;0.0;0.0
2017-01-09 19:00:00;1008.0985;1310.5281;2318.626645502886;0.0;0.0;0.0;0.0
2017-01-09 20:00:00;936.49467;1217.4431;2153.937737644241;0.0;0.0;0.0;0.0
2017-01-09 21:00:00;855.80886;1112.5515;1968.3603714808637;0.0;0.0;0.0;0.0
2017-01-09 22:00:00;743.25942;966.23724;1709.496658488828;0.0;0.0;0.0;0.0
2017-01-09 23:00:00;640.92167;833.19818;1474.1198509465742;0.0;0.0;0.0;0.0
2017-01-10 00:00:00;602.79225;783.62992;1386.42217419919;0.0;0.0;0.0;0.0
2017-01-10 01:00:00;613.96115;798.1495;1412.1106494670698;0.0;0.0;0.0;0.0
2017-01-10 02:00:00;624.99224;812.48991;1437.482146120756;0.0;0.0;0.0;0.0
2017-01-10 03:00:00;658.16919;855.61995;1513.7891373177442;0.0;0.0;0.0;0.0
2017-01-10 04:00:00;744.1992;967.45896;1711.6581611072618;0.0;0.0;0.0;0.0
2017-01-10 05:00:00;983.21639;1278.1813;2261.397700351908;0.0;0.0;0.0;0.0
2017-01-10 06:00:00;1182.168;1536.8184;2718.9863672783576;0.0;0.0;0.0;0.0
2017-01-10 07:00:00;1208.491;1571.0383;2779.529329579502;0.0;0.0;0.0;0.0
2017-01-10 08:00:00;1211.0426;1574.3553;2785.3978754537366;0.0;0.0;0.0;0.0
2017-01-10 09:00:00;1185.5124;1541.1661;2726.6785217993324;0.0;0.0;0.0;0.0
2017-01-10 10:00:00;1141.9867;1484.5827;2626.569314215382;0.0;0.0;0.0;0.0
2017-01-10 11:00:00;1107.8441;1440.1973;2548.041343473784;0.0;0.0;0.0;0.0
2017-01-10 12:00:00;1069.5987;1390.4783;2460.0769627347304;0.0;0.0;0.0;0.0
2017-01-10 13:00:00;1025.5001;1333.1502;2358.6502909704;0.0;0.0;0.0;0.0
2017-01-10 14:00:00;1040.9028;1353.1737;2394.076542045683;0.0;0.0;0.0;0.0
2017-01-10 15:00:00;1033.9443;1344.1276;2378.071884352144;0.0;0.0;0.0;0.0
2017-01-10 16:00:00;1044.7364;1358.1573;2402.8936425049656;0.0;0.0;0.0;0.0
2017-01-10 17:00:00;1056.1504;1372.9956;2429.1460299099786;0.0;0.0;0.0;0.0
2017-01-10 18:00:00;1040.5854;1352.761;2393.34645471157;0.0;0.0;0.0;0.0
2017-01-10 19:00:00;989.23689;1286.008;2275.244843830087;0.0;0.0;0.0;0.0
2017-01-10 20:00:00;919.41624;1195.2411;2114.6573624188954;0.0;0.0;0.0;0.0
2017-01-10 21:00:00;840.06739;1092.0876;1932.1549966273535;0.0;0.0;0.0;0.0
2017-01-10 22:00:00;729.21993;947.98591;1677.2058365297491;0.0;0.0;0.0;0.0
2017-01-10 23:00:00;628.16496;816.61445;1444.7794080252563;0.0;0.0;0.0;0.0
2017-01-11 00:00:00;609.51934;792.37514;1401.8944861050825;0.0;0.0;0.0;0.0
2017-01-11 01:00:00;620.80589;807.04766;1427.8535563610926;0.0;0.0;0.0;0.0
2017-01-11 02:00:00;631.95451;821.54086;1453.495364180076;0.0;0.0;0.0;0.0
2017-01-11 03:00:00;665.47167;865.11317;1530.5848304072683;0.0;0.0;0.0;0.0
2017-01-11 04:00:00;752.33722;978.03838;1730.3755951317164;0.0;0.0;0.0;0.0
2017-01-11 05:00:00;993.8043;1291.9456;2285.7498810070315;0.0;0.0;0.0;0.0
2017-01-11 06:00:00;1195.2746;1553.857;2749.1316349421063;0.0;0.0;0.0;0.0
2017-01-11 07:00:00;1222.195;1588.8535;2811.0485814279396;0.0;0.0;0.0;0.0
2017-01-11 08:00:00;1224.773;1592.2048;2816.977810215235;0.0;0.0;0.0;0.0
2017-01-11 09:00:00;1198.9561;1558.6429;2757.598919040623;0.0;0.0;0.0;0.0
2017-01-11 10:00:00;1154.9171;1501.3923;2656.309441343291;0.0;0.0;0.0;0.0
2017-01-11 11:00:00;1120.3991;1456.5188;2576.917838911996;0.0;0.0;0.0;0.0
2017-01-11 12:00:00;1081.6489;1406.1435;2487.7924192506366;0.0;0.0;0.0;0.0
2017-01-11 13:00:00;1036.973;1348.0649;2385.037985332808;0.0;0.0;0.0;0.0
2017-01-11 14:00:00;1052.5668;1368.3368;2420.9036194196183;0.0;0.0;0.0;0.0
2017-01-11 15:00:00;1045.4716;1359.113;2404.584566400926;0.0;0.0;0.0;0.0
2017-01-11 16:00:00;1056.2732;1373.1551;2429.4282481042037;0.0;0.0;0.0;0.0
2017-01-11 17:00:00;1067.7709;1388.1021;2455.8729754827305;0.0;0.0;0.0;0.0
2017-01-11 18:00:00;1051.9526;1367.5384;2419.4909368924004;0.0;0.0;0.0;0.0
2017-01-11 19:00:00;999.91258;1299.8864;2299.7989389727177;0.0;0.0;0.0;0.0
2017-01-11 20:00:00;929.21527;1207.9799;2137.195131776466;0.0;0.0;0.0;0.0
2017-01-11 21:00:00;849.04905;1103.7638;1952.8128059004955;0.0;0.0;0.0;0.0
2017-01-11 22:00:00;737.08285;958.20771;1695.2905596049845;0.0;0.0;0.0;0.0
2017-01-11 23:00:00;635.14385;825.687;1460.8308484913728;0.0;0.0;0.0;0.0
2017-01-12 00:00:00;492.87039;640.73151;1133.6019063075646;0.0;0.0;0.0;0.0
2017-01-12 01:00:00;513.14531;667.0889;1180.2342133185218;0.0;0.0;0.0;0.0
2017-01-12 02:00:00;527.04835;685.16285;1212.2111979606625;0.0;0.0;0.0;0.0
2017-01-12 03:00:00;556.4825;723.42726;1279.9097611260083;0.0;0.0;0.0;0.0
2017-01-12 04:00:00;650.48008;845.6241;1496.1041845740558;0.0;0.0;0.0;0.0
2017-01-12 05:00:00;884.77526;1150.2078;2034.9831081019718;0.0;0.0;0.0;0.0
2017-01-12 06:00:00;1064.7757;1384.2084;2448.984153838428;0.0;0.0;0.0;0.0
2017-01-12 07:00:00;1103.7283;1434.8468;2538.575050716601;0.0;0.0;0.0;0.0
2017-01-12 08:00:00;1094.0905;1422.3177;2516.4081535583236;0.0;0.0;0.0;0.0
2017-01-12 09:00:00;1049.2525;1364.0283;2413.280848411749;0.0;0.0;0.0;0.0
2017-01-12 10:00:00;1001.2582;1301.6357;2302.893953349393;0.0;0.0;0.0;0.0
2017-01-12 11:00:00;958.36276;1245.8716;2204.234338602766;0.0;0.0;0.0;0.0
2017-01-12 12:00:00;924.06812;1201.2886;2125.356676668229;0.0;0.0;0.0;0.0
2017-01-12 13:00:00;900.17146;1170.2229;2070.3943553510676;0.0;0.0;0.0;0.0
2017-01-12 14:00:00;902.43002;1173.159;2075.589057062967;0.0;0.0;0.0;0.0
2017-01-12 15:00:00;913.45545;1187.4921;2100.9475339827723;0.0;0.0;0.0;0.0
2017-01-12 16:00:00;938.99636;1220.6953;2159.69163732287;0.0;0.0;0.0;0.0
2017-01-12 17:00:00;958.38547;1245.9011;2204.286579125818;0.0;0.0;0.0;0.0
2017-01-12 18:00:00;956.60031;1243.5804;2200.180714316405;0.0;0.0;0.0;0.0
