from;r120640428428-biomass_gas-bpchp_heat_high;r120640428428-biomass_gas-bpchp_heat_low_central;r120640428428-biomass_gas-bpchp_heat_low_decentral;r120640428428-biomass_solid-bpchp_heat_high;r120640428428-biomass_solid-bpchp_heat_low_central;r120640428428-biomass_solid-bpchp_heat_low_decentral;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity-import;r120640428428-electricity-large_battery_storage;r120640428428-electricity-pv_agri_horizontal;r120640428428-electricity-pv_agri_vertical;r120640428428-electricity-pv_ground;r120640428428-electricity-pv_rooftop;r120640428428-electricity-small_battery_storage;r120640428428-electricity-wind;r120640428428-h2-bpchp_heat_high;r120640428428-r120640472472-electricity-transmission;r120640428428-r120670124124-electricity-transmission;r120640428428-r120670201201-electricity-transmission;r120640428428-residual_waste-bpchp_heat_high;r120640428428-residual_waste-bpchp_heat_low_central
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.29107737167429776;0.0;2.0313049441452806;1.182764226690114;22.433095895431382;0.6217032134121424;0.0;0.0;0.0;2.7282724048977745;0.018841923007623967;0.0;0.0;0.0;0.0;0.0;28.345575319863915;0.0;0.00024015756770496362;0.012521249053250518;0.014060053829640649;0.07178204916294291;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.22351511145958333;0.007085359045652409;2.2717241069403586;1.9842682642878586;22.433095895431382;1.0041692994467704;0.0;0.0;0.0;2.682250228431217;0.01869698513833455;0.0;0.0;0.0;0.0;0.0;29.337401064478684;0.0;0.0014409454062298778;0.04315399298897361;0.08436032297784951;0.43069229497768613;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.1615751218090396;0.007166478247021871;2.4460398102524104;2.5928031877766116;22.433095895431382;1.7432623440067485;0.0;0.0;0.0;2.6588768750511047;0.0184837115436007;0.0;0.0;0.0;0.0;0.0;30.233275895458213;0.0;0.003122048380164767;0.10508149132522203;0.18278069978534248;0.9331666391183294;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 11:00:00;0.0;0.0;0.0;0.0;0.0;0.1230973194204501;0.00911883473942101;2.551944667007261;3.0645054667136065;22.433095895431382;1.6577234851878648;0.0;0.0;0.0;2.6532529286643927;0.018275248631454823;0.0;0.0;0.0;0.0;0.0;28.474311262414254;0.0;0.009366145140494326;0.15257337625660292;0.5483420993560288;2.799499917354996;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 12:00:00;0.0;0.0;0.0;0.0;0.0;0.08492000902986667;0.012765998064699902;2.5835847667200795;3.2687798420545358;22.433095895431382;2.008768322488168;0.0;0.0;0.0;2.6588768750511047;0.01807143544969139;0.0;0.0;0.0;0.0;0.0;29.020167690523095;0.0;0.009606302708199312;0.15483860686232537;0.5624021531856709;2.871281966517946;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 13:00:00;0.0;0.0;0.0;0.0;0.0;0.05455964934450233;0.011475481138311195;2.4857048571229434;2.863349784124844;22.433095895431382;1.9031325631863258;0.0;0.0;0.0;2.6708282970113535;0.018004504207285124;0.0;0.0;0.0;0.0;0.0;31.917636561642727;0.0;0.0;0.13266876480264547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 14:00:00;0.0;0.0;0.0;0.0;0.0;0.06907679501264558;0.0;2.3889210997083152;2.239611233465578;22.433095895431382;2.1547341869655052;0.0;0.0;0.0;2.676527077161449;0.018004504207285124;0.0;0.0;0.0;0.0;0.0;31.53884710482274;0.0;0.0;0.022243690671566067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.1057768820904899;0.0;2.2530492788079215;1.8766733642999336;22.433095895431382;2.190117167843879;0.0;0.0;0.0;2.6879979074921407;0.01820680200736698;0.0;0.0;0.0;0.0;0.0;31.07263712735957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.1712443145062707;0.0;2.2390684025183214;1.6798058842467636;22.433095895431382;2.4217243119869774;0.0;0.0;0.0;2.699567482416784;0.01747739741109912;0.0;0.0;0.0;0.0;0.0;31.038768653072495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.2210655392851717;0.0;2.4582276891400916;1.8369100316946165;22.433095895431382;1.9729825643800833;0.0;0.0;0.0;2.7112370824848684;0.007963004243559186;0.0;0.0;0.0;0.0;0.0;30.918624321656864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.21955033357179005;0.0;2.872017508140911;2.3351211990351564;22.433095895431382;1.8285009081025025;0.0;0.0;0.0;2.7112370824848684;0.002035792017944472;0.0;0.0;0.0;0.0;0.0;31.681731645208416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.19706705384008952;0.0;3.1499926471727084;2.7000082511711;22.433095895431382;1.6536327558052792;0.0;0.0;0.0;2.7282724048977745;0.0;0.0;0.0;0.0;0.0;0.0;32.187208494205585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.14760767234350877;0.0;2.9872221954036395;2.6169730566148623;22.433095895431382;1.660845039565208;0.0;0.0;0.0;3.2713970476577776;0.0;0.0;0.0;0.0;0.0;0.0;32.54177795444986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1763849425814467;0.10376266529803989
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.020841847898139417;0.0;2.546689290027724;2.181525580934465;22.433095895431382;1.3090621678671108;0.0;0.0;0.0;3.3029816300371535;0.0;0.0;0.0;0.0;0.0;0.0;31.474675564912143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1740744861895125;0.10376266529803989
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1922769375334403;1.8899278085001479;22.433095895431382;1.1902189287678386;0.0;0.0;0.0;2.8755455333195465;0.0;0.0;0.0;0.0;0.0;0.0;30.309437678312204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16786475994210867;0.10376266529803989
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8395938675544532;1.4396665422434378;22.433095895431382;1.1035949084205439;0.0;0.0;0.0;2.354972682969742;0.0;0.0;0.0;0.0;0.0;0.0;28.912606918318787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15455431300273567;0.10376266529803989
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7103627230379015;1.2350023303079367;22.433095895431382;0.9605071406951935;0.0;0.0;0.0;2.618294508866804;0.0;0.0;0.0;0.0;0.0;0.0;28.704457966871527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14904196616965157;0.10376266529803989
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6245608410334835;0.9523707995398643;22.433095895431382;0.607289852990917;0.0;0.0;0.0;2.6915771580302836;0.0;0.0;0.0;0.0;0.0;0.0;28.05483098896956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15030089275833505;0.10376266529803989
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5182410162474682;0.7286045944903834;22.433095895431382;0.2547195555045762;0.0;0.0;0.0;2.7873552230497545;0.0;0.0;0.0;0.0;0.0;0.0;27.46701193600046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15124168342506691;0.10376266529803989
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.408605444591691;0.65453564159944;22.433095895431382;0.20817990120711974;0.0;0.0;0.0;3.322422369472334;0.0;0.0;0.0;0.0;0.0;0.0;27.77395507914368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14912150786024983;0.10376266529803989
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.03198658285656474;0.0;1.3744823755971802;0.610484106459037;22.433095895431382;0.2133608252933787;0.0;0.0;0.0;3.3540080842147924;0.0;0.0;0.0;0.0;0.0;0.0;27.69904911498678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15063292385438923;0.10376266529803989
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.317090437885673;0.0;1.4497862996973263;0.599178845228314;22.433095895431382;0.1474126456735685;0.0;0.0;0.0;3.379105420971862;0.0;0.0;0.0;0.0;0.0;0.0;27.42855560663542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15917039718332165;0.10376266529803989
2019-01-02 06:00:00;0.0;0.0;2.4240800633489354;0.0;0.0;0.317090437885673;0.0;1.6763114486226225;0.6256877336313886;22.433095895431382;0.28187330485783013;0.0;0.0;0.0;3.38518477105457;0.0;0.0;0.0;0.0;0.0;0.0;25.383037570119285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17418241694586167;0.10376266529803989
2019-01-02 07:00:00;0.0;0.0;1.7268137656789182;0.0;0.0;0.317090437885673;0.0;1.8379539119318207;0.7176891698538233;22.433095895431382;0.36150224640593553;0.0;0.0;0.0;3.3984320323500876;0.01968103698772058;0.0;0.0;0.0;0.0;0.0;26.434565776471835;0.0;0.0;0.009157906491775454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 08:00:00;0.0;0.0;1.656288631449121;0.0;0.0;0.317090437885673;0.0;2.0313049441452806;1.182764226690114;22.433095895431382;0.32895050289240896;0.0;0.0;0.0;3.404581185605245;0.019522956369345316;0.0;0.0;0.0;0.0;0.0;24.736892477908402;0.0;0.0064842543280345215;0.0850007223300459;0.379621453400327;1.938115327399609;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 09:00:00;0.0;0.0;1.1254670220185838;0.0;0.0;0.317090437885673;0.007085359045652409;2.2717241069403586;1.9842682642878586;22.433095895431382;0.5963981264585897;0.0;0.0;0.0;3.3984320323500876;0.019290540222091205;0.0;0.0;0.0;0.0;0.0;22.87840095478431;0.0;0.01657087217164381;0.16893352495450256;0.970143714245282;4.952961392243455;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 10:00:00;0.0;0.0;0.6411012155688088;0.0;0.0;0.317090437885673;0.007166478247021871;2.4460398102524104;2.5928031877766116;22.433095895431382;1.0984404142777844;0.0;0.0;0.0;3.379105420971862;0.019063592690066605;0.0;0.0;0.0;0.0;0.0;24.312148032920707;0.0;0.017291344874758773;0.2267259464981126;1.0123238757342081;5.168307539732305;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 11:00:00;0.0;0.0;0.3384245971016417;0.0;0.0;0.317090437885673;0.00911883473942101;2.551944667007261;3.0645054667136065;22.433095895431382;1.4171160087893366;0.0;0.0;0.0;3.341104235414913;0.018769174270142797;0.0;0.0;0.0;0.0;0.0;25.08245262450219;0.0;0.0182519751455787;0.27470841386154604;1.068564091052775;5.455435736384098;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 12:00:00;0.0;0.0;0.038178795784333155;0.0;0.0;0.317090437885673;0.012765998064699902;2.5835847667200795;3.2687798420545358;22.433095895431382;1.7176129509649913;0.0;0.0;0.0;3.329280805504863;0.018554260060942684;0.0;0.0;0.0;0.0;0.0;23.33603555827419;0.0;0.025456702176728185;0.26692370103341473;1.4903657059420283;7.6088972112725575;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 13:00:00;0.0;0.0;0.0;0.0;0.0;0.317090437885673;0.011475481138311195;2.4857048571229434;2.863349784124844;22.433095895431382;2.2080509289103536;0.0;0.0;0.0;3.315592132589425;0.01841369748472342;0.0;0.0;0.0;0.0;0.0;30.978158635829402;0.0;0.0045629937863946686;0.12414434600872919;0.2671410227631934;1.3638589340960228;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 14:00:00;0.0;0.0;0.0;0.0;0.0;0.317090437885673;0.0;2.3889210997083152;2.239611233465578;22.433095895431382;2.1241145463166293;0.0;0.0;0.0;3.341104235414913;0.018344211833837675;0.0;0.0;0.0;0.0;0.0;31.415186231715587;0.0;0.0014409454062298778;0.015694582775066527;0.08436032297784951;0.43069229497768613;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.317090437885673;0.0;2.2530492788079215;1.8766733642999336;22.433095895431382;1.9503690769737745;0.0;0.0;0.0;3.3923050515225337;0.01841369748472342;0.0;0.0;0.0;0.0;0.0;31.326089520202032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 16:00:00;0.0;0.0;0.6546913962548571;0.0;0.0;0.317090437885673;0.0;2.2390684025183214;1.6798058842467636;22.433095895431382;2.0491965321613215;0.0;0.0;0.0;3.4545872740107075;0.01741094342854741;0.0;0.0;0.0;0.0;0.0;30.620656691223946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 17:00:00;0.0;0.0;1.104138963185392;0.0;0.0;0.317090437885673;0.0;2.4582276891400916;1.8369100316946165;22.433095895431382;2.1044860007712476;0.0;0.0;0.0;3.4790727924397506;0.00787147545915046;0.0;0.0;0.0;0.0;0.0;30.617708077432603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 18:00:00;0.0;0.0;1.0917709339951591;0.0;0.0;0.317090437885673;0.0;2.872017508140911;2.3351211990351564;22.433095895431382;2.3644616850750313;0.0;0.0;0.0;3.4919861464481876;0.002004472140745326;0.0;0.0;0.0;0.0;0.0;31.809099127958017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 19:00:00;0.0;0.0;0.9152410919293721;0.0;0.0;0.317090437885673;0.0;3.1499926471727084;2.7000082511711;22.433095895431382;2.0099156394764837;0.0;0.0;0.0;3.529100097363861;0.0;0.0;0.0;0.0;0.0;0.0;32.309054594367915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-02 20:00:00;0.0;0.0;0.5291096239667085;0.0;0.0;0.317090437885673;0.0;2.9872221954036395;2.6169730566148623;22.433095895431382;1.58326664233;0.0;0.0;0.0;3.4598808493616278;0.0;0.0;0.0;0.0;0.0;0.0;31.954090969409638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1763849425814467;0.10376266529803989
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.25041602930553675;0.0;2.546689290027724;2.181525580934465;22.433095895431382;1.0207392322656255;0.0;0.0;0.0;3.448256326043675;0.0;0.0;0.0;0.0;0.0;0.0;31.102053143909785;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1740744861895125;0.10376266529803989
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1922769375334403;1.8899278085001479;22.433095895431382;0.9029663095307111;0.0;0.0;0.0;3.4439274769127746;0.0;0.0;0.0;0.0;0.0;0.0;30.590567002668305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16786475994210867;0.10376266529803989
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8395938675544532;1.4396665422434378;22.433095895431382;0.7808849591558054;0.0;0.0;0.0;2.861082853537513;0.0;0.0;0.0;0.0;0.0;0.0;29.096007139621822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15455431300273567;0.10376266529803989
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7918072608196138;1.0065580861285017;23.637254257698743;0.6097191417084308;0.0;0.0;0.0;2.9878003507571758;0.0;0.0;0.0;0.0;0.0;0.0;29.780334465644778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14904196616965157;0.10376266529803989
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6294460683905576;0.7079432549997517;23.637254257698743;0.417982056776514;0.0;0.0;0.0;3.0402346930799196;0.0;0.0;0.0;0.0;0.0;0.0;29.17879677288911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15030089275833505;0.10376266529803989
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5516131394473336;0.6233487140664113;23.637254257698743;0.2765989047902977;0.0;0.0;0.0;3.3574790869247093;0.0;0.0;0.0;0.0;0.0;0.0;29.191289754204387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15124168342506691;0.10376266529803989
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4708175658622635;0.6034670477641055;23.637254257698743;0.14141145106395092;0.0;0.0;0.0;3.5104450284412283;0.0;0.0;0.0;0.0;0.0;0.0;29.110511177672002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14912150786024983;0.10376266529803989
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.11324192822162732;0.0;1.4611444160407616;0.6034670477641055;23.637254257698743;0.18653114913184723;0.0;0.0;0.0;3.5104450284412283;0.0;0.0;0.0;0.0;0.0;0.0;29.031204381702633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15063292385438923;0.10376266529803989
2019-01-03 05:00:00;0.0;0.0;0.5424686469311264;0.0;0.0;0.317090437885673;0.0;1.5769140382919544;0.6693494321776287;23.637254257698743;0.3669045222324693;0.0;0.0;0.0;3.5104450284412283;0.0;0.0;0.0;0.0;0.0;0.0;28.638375131543864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15917039718332165;0.10376266529803989
2019-01-03 06:00:00;0.0;0.0;3.998832994094457;0.0;0.0;0.317090437885673;0.0;1.9094376618150204;1.187442265820068;27.356472126496264;1.172547416869338;0.0;0.0;0.0;3.4984788383845653;0.0;0.0;0.0;0.0;0.0;0.0;30.530509795161226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17418241694586167;0.10376266529803989
2019-01-03 07:00:00;0.0;0.0;3.4956300453095794;0.0;0.0;0.317090437885673;0.0;3.1116152625300355;1.9269622849467343;27.356472126496264;2.6357669897418616;0.0;0.0;0.0;3.4855175089431896;0.019214293027537487;0.0;0.0;0.0;0.0;0.0;34.430778920201014;0.0;0.0;0.011322655856778519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-03 08:00:00;0.0;0.0;3.427012210796207;0.0;0.0;0.317090437885673;0.0;5.878347071924786;2.0977107131897963;27.379581250511023;4.234266004723625;0.0;0.0;0.0;3.4855175089431896;0.019214293027537487;0.0;0.0;0.0;0.0;0.0;37.735238054064254;0.0;0.003362205947869755;0.12941808529710985;0.19684075361498457;1.0049486882812797;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-03 09:00:00;0.0;0.0;2.9433230904342285;0.0;0.0;0.317090437885673;0.007085359045652409;7.148878399216205;1.966725617550494;27.379581250511023;3.0947127149763687;0.0;0.0;0.0;3.4919861464481876;0.019138646204594423;0.0;0.0;0.0;0.0;0.0;36.05484605015111;0.0;0.009125987572789337;0.24099624775771866;0.5342820455263868;2.7277178681920455;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-03 10:00:00;0.0;0.0;2.283380469557517;0.0;0.0;0.317090437885673;0.007166478247021871;7.188628193294133;1.8252149338697066;27.379581250511023;2.1516166097989076;0.0;0.0;0.0;3.4855175089431896;0.018989125531121028;0.0;0.0;0.0;0.0;0.0;35.331552505556665;0.0;0.0098464602759043;0.3145915977905675;0.576462207015313;2.943064015680896;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
2019-01-03 11:00:00;0.0;0.0;1.583641873443781;0.0;0.0;0.317090437885673;0.00911883473942101;7.245035207391132;1.8224860777109764;27.379581250511023;1.492757165931513;0.0;0.0;0.0;3.4726518644930766;0.018915237883140014;0.0;0.0;0.0;0.0;0.0;30.302391197640393;0.0;0.024015756770498307;0.3484696672283147;1.4060053829641785;7.178204916294871;0.0;0.0;0.0;0.0;0.0;0.0;0.17696374113452545;0.10376266529803989
